,semestre,district_id,banda_larga,nro_medicoes,medicoes_ipv6,medicoes_ipv4,mediana_download,mediana_upload,mediana_latencia,mediana_perdapacotes,mediana_jitterdown,mediana_jitterup
20,2020_1,21,fixa,5238,299,4679,49.68881702423096,18.483290195465088,17.579500198364258,0.0,1.0374999940395355,1.871499985456467
21,2020_1,22,fixa,13660,22,13075,31.39722776412964,18.7890043258667,14.437000036239624,0.0,1.2127499878406525,1.675250023603439
22,2020_1,23,fixa,9010,1743,6761,33.36361312866211,17.199328899383545,17.749000549316406,0.0,1.2730000019073486,1.6729999780654907
23,2020_1,24,fixa,3437,740,2295,31.8289794921875,9.41242218017578,26.0939998626709,0.0,1.5570000410079956,2.4579999446868896
24,2020_1,25,fixa,10614,1,10350,21.568675994873047,18.795238494873047,13.276999950408936,0.5,1.8834999799728396,1.5982500314712524
25,2020_1,26,fixa,12216,3257,8608,50.41567993164063,18.37991726398468,18.77899980545044,0.0,0.9490000009536744,1.6139999628067017
26,2020_1,27,fixa,2346,41,1893,48.007320404052734,16.982162475585938,20.124000549316406,0.0,0.926499992609024,1.6062500178813934
27,2020_1,28,fixa,9884,737,8927,24.94270896911621,9.807843208312988,24.679500102996823,0.0,1.8855000138282776,2.679999977350235
28,2020_1,29,fixa,10713,24,10121,41.2723503112793,18.307226181030277,19.881500244140625,0.0,1.1672499924898148,1.6520000100135803
29,2020_1,30,fixa,14750,9,14011,23.67591381072998,18.80421638488769,12.211750030517578,0.0,1.925249993801117,1.9835000038146973
30,2020_1,31,fixa,5676,2,5530,23.49836826324463,21.775346755981445,12.408999681472778,0.0,1.3027500063180923,1.3535000085830688
31,2020_1,32,fixa,9402,42,9042,42.74049758911133,17.324782371520996,18.127000331878666,0.0,1.1304999589920044,1.753499984741211
32,2020_1,33,fixa,6097,0,5904,23.57699584960937,22.37186622619629,12.99899959564209,0.0,1.4780000448226929,1.830999970436096
33,2020_1,34,fixa,6386,1,5936,38.780311584472656,17.826677322387695,16.604000568389893,0.0,1.0622500032186508,1.5732499957084656
34,2020_1,35,fixa,39149,13231,25058,53.011966705322266,29.082394123077396,10.396750211715698,0.0,0.7799999713897705,1.03200002014637
35,2020_1,36,fixa,15787,11,15540,23.58415985107422,22.807188034057617,13.58650016784668,0.0,1.4524999856948853,1.277999997138977
36,2020_1,37,fixa,12926,12,12382,28.378591537475582,18.43905258178711,18.33449935913086,0.0,1.3890000581741333,1.690999984741211
37,2020_1,38,fixa,14092,1672,11275,42.24574089050293,18.889713764190677,15.01075005531311,0.0,0.871999979019165,1.3319999873638153
38,2020_1,39,fixa,4840,5,4366,41.160831451416016,19.37179946899414,15.557499647140505,0.0,0.9929999858140944,1.5989999771118164
39,2020_1,40,fixa,6127,2,5944,58.23348617553711,18.85280466079712,14.234999656677246,0.0,0.8560000061988831,1.2280000448226929
40,2020_1,41,fixa,4722,6,4303,41.03807067871094,17.816192626953125,18.79400062561035,0.0,1.2419999837875366,2.0220000743865967
41,2020_1,42,fixa,13449,11,12729,26.27412223815918,10.624894499778748,21.19000005722046,0.0,1.4240000024437904,1.959500014781952
42,2020_1,43,fixa,4128,3,3686,19.07413482666016,14.727520942687988,12.99549961090088,0.5,1.6955000162124634,1.706499993801117
43,2020_1,44,fixa,7017,0,6862,19.514927864074707,16.517913818359375,15.539999961853027,0.0,1.5499999523162842,2.167499929666519
44,2020_1,45,fixa,7346,18,6845,52.332645416259766,21.469133377075195,13.170750379562378,0.0,0.8619999960064888,1.2999999523162842
45,2020_1,46,fixa,11173,8,10621,28.87966680526733,16.61286973953247,18.700000762939453,0.0,1.3655000180006027,1.7039999663829803
46,2020_1,47,fixa,8614,4,8251,22.61662101745605,13.838127136230469,23.3270001411438,0.0,1.7385000139474869,2.1264999210834503
47,2020_1,48,fixa,7555,11,7093,56.62259292602539,25.25988006591797,11.72599983215332,0.0,0.7599999904632568,1.2920000553131104
48,2020_1,49,fixa,6439,3,6237,48.93869757652283,21.5085391998291,16.472000122070312,0.0,0.912500023841858,1.6324999928474426
49,2020_1,50,fixa,5263,16,4892,45.702738761901855,16.277587890625,21.32949924468994,0.0,1.287999987602234,1.96399998664856
50,2020_1,51,fixa,10871,2151,8177,50.99125099182129,18.413293838500977,17.96525001525879,0.0,0.9169999957084656,1.9044999480247495
51,2020_1,52,fixa,910,0,903,89.52694320678711,86.7873306274414,3.892499923706055,0.0,0.3310000002384186,0.0799999982118606
52,2020_1,53,fixa,9269,2,8658,42.41059112548828,17.364508509635925,20.01650047302246,0.0,1.031999945640564,2.1864999532699585
53,2020_1,54,fixa,4597,8,4217,42.56027603149414,18.16882467269897,17.57699966430664,0.0,0.8950000107288361,1.7404999732971191
54,2020_1,55,fixa,8705,0,8563,22.84955596923828,17.39235830307007,11.001749992370604,0.0,1.4700000286102295,1.45625002682209
55,2020_1,56,fixa,4488,1,4436,64.4810562133789,37.0272274017334,11.99899959564209,0.0,0.6290000081062317,1.0520000457763672
56,2020_1,57,fixa,2892,6,2783,16.578049421310425,10.60755479335785,24.48500061035156,0.5,1.3777500092983246,2.38700008392334
57,2020_1,58,fixa,11214,20,10915,28.63945770263672,21.361769676208496,10.78499984741211,0.0,1.137250006198883,1.4539999961853027
58,2020_1,59,fixa,12885,11,12248,31.786788940429688,13.014970779418944,19.92924976348877,0.0,1.5205000042915344,2.2309999465942383
59,2020_1,60,fixa,6131,24,5655,45.11911010742188,19.458234786987305,18.191999435424805,0.0,1.1845000237226486,1.904750019311905
60,2020_1,61,fixa,9064,26,8758,35.25603103637695,21.88710880279541,14.687999725341797,0.0,1.008999943733215,1.149999976158142
61,2020_1,62,fixa,5634,28,5119,50.36709213256836,20.839963912963867,14.107749938964844,0.0,0.8040000200271606,1.4559999704360962
62,2020_1,63,fixa,4586,185,3864,36.30467796325684,15.2497980594635,19.41900062561035,0.0,1.2825000286102295,1.847000002861023
63,2020_1,64,fixa,6713,2,6425,35.253052711486816,18.48426628112793,22.25274991989136,0.0,1.0509999990463257,1.7630000114440918
64,2020_1,65,fixa,6977,12,6437,28.82539939880371,12.362109184265137,22.499000072479248,0.0,1.6135000437498093,2.501999974250793
65,2020_1,66,fixa,6801,197,6170,79.89214134216309,51.05935287475586,6.758000135421753,0.0,0.5334999859333038,0.5232500061392784
66,2020_1,67,fixa,6140,516,5155,35.63023376464844,15.910578727722168,21.45300006866455,0.0,1.2929999828338623,2.072499930858612
67,2020_1,68,fixa,8483,26,7789,29.67794609069824,9.804243087768556,23.186500072479248,0.0,1.649999976158142,2.581249952316284
68,2020_1,69,fixa,2390,20,2120,45.46080017089844,19.974340438842773,14.459499835968018,0.0,1.0130000114440918,1.6669999957084656
69,2020_1,70,fixa,11218,30,10521,40.3902702331543,18.510128021240234,17.98200035095215,0.0,1.1590000092983246,1.8509999513626096
70,2020_1,71,fixa,13279,1107,11581,51.43291091918945,19.25135707855225,15.696000099182127,0.0,0.8917500078678131,1.6064999997615814
71,2020_1,72,fixa,3392,13,2884,35.519020080566406,10.211562156677246,23.589000701904297,0.0,1.4359999895095823,2.284500002861023
72,2020_1,73,fixa,12335,8,11889,26.02635765075684,16.595181465148926,17.990999221801758,0.0,1.4839999675750732,1.9520000219345093
73,2020_1,74,fixa,7200,1,7016,30.40138816833496,20.84576988220215,14.890000343322754,0.0,1.2149999737739563,1.5509999990463257
74,2020_1,75,fixa,6867,1,6689,21.22421503067017,18.610103130340576,12.907750368118286,0.5,1.7940000295639038,1.738249957561493
75,2020_1,76,fixa,8091,1,7746,20.868985176086422,18.37784719467163,15.211750030517578,0.5,1.867249995470047,1.7000000476837158
76,2020_1,77,fixa,13895,3091,9865,50.32954788208008,19.789580821990967,16.62837505340576,0.0,0.9689999967813492,1.5347499549388883
77,2020_1,78,fixa,33552,284,31763,23.36142301559448,16.30870485305786,24.45499992370605,0.0,0.9357499927282332,1.4780000448226929
78,2020_1,79,fixa,3206,183,2932,35.52041053771973,15.97585153579712,19.15250015258789,0.0,1.0180000066757202,1.8830000162124636
79,2020_1,80,fixa,11399,19,10923,46.33157825469971,22.803401947021484,12.74025011062622,0.0,0.9589999914169312,1.4384999871253967
80,2020_1,81,fixa,9460,7,8965,36.34127426147461,18.51890563964844,14.864749908447266,0.0,1.0279999673366549,1.66349995136261
81,2020_1,82,fixa,5218,4,4608,38.5521240234375,15.556000709533691,20.98550033569336,0.0,1.034000039100647,1.9182499647140503
82,2020_1,83,fixa,5812,587,4805,38.77554321289063,17.834540367126465,19.05074977874756,0.0,1.1399999856948853,2.322000026702881
83,2020_1,84,fixa,10710,5,10346,28.55137634277344,12.117013931274414,24.19100046157837,0.0,1.4279999732971191,2.307499974966049
84,2020_1,85,fixa,4618,23,4284,36.67939376831055,11.22468614578247,22.741000175476078,0.0,1.272000014781952,2.1540000438690186
85,2020_1,86,fixa,4130,9,3879,45.39996898174286,23.12729263305664,16.28749990463257,0.0,1.0269999504089355,1.7519999742507937
86,2020_1,87,fixa,11602,8,11361,23.557048797607425,12.835859775543211,20.34199905395508,0.0,1.4529999494552612,1.919999957084656
87,2020_1,88,fixa,3890,63,3469,61.561153411865234,20.46381187438965,14.69200038909912,0.0,0.8762499988079071,1.7239999771118164
88,2020_1,89,fixa,5255,2,4866,46.63153648376465,20.20080852508545,17.67099952697754,0.0,0.9054999947547911,1.3700000047683716
89,2020_1,90,fixa,7553,30,6512,44.87982368469238,18.48398780822754,18.602250576019287,0.0,0.915000021457672,1.4739999771118164
90,2020_1,91,fixa,4368,2,4040,34.662689208984375,17.506712913513184,17.999000549316406,0.0,1.0959999561309814,1.5605000257492063
91,2020_1,92,fixa,9520,1082,8046,41.20530831813812,13.807636260986328,22.217000007629395,0.0,0.9919999837875366,1.8840000629425049
92,2020_1,93,fixa,13895,1358,12222,48.48406410217285,17.902523040771484,20.16200065612793,0.0,1.0920000076293943,1.75
93,2020_1,94,fixa,15172,3247,11503,45.20662307739258,18.808545112609863,20.26749992370605,0.0,1.0634999871253967,1.9700000286102293
94,2020_1,95,fixa,4868,2,4550,31.42585563659668,16.638141632080078,15.838000297546388,0.0,1.3729999661445618,1.962000012397766
95,2020_1,96,fixa,9227,0,9035,15.372665405273438,18.68733024597168,16.31999969482422,0.5,1.5567499697208405,1.6655000448226929
96,2020_2,01,fixa,7655,6,7271,52.52831268310547,18.629758834838867,19.99799919128418,0.0,1.0125000178813934,1.825999975204468
97,2020_2,02,fixa,8061,8,7804,57.74403953552246,18.854796409606934,15.221500158309937,0.0,0.8264999985694885,1.8539999723434448
98,2020_2,03,fixa,512,0,317,35.969146728515625,34.26040267944336,10.191999912261965,0.0,1.131999969482422,1.1200000047683716
99,2020_2,04,fixa,12282,4,12068,41.79007911682129,17.831504821777344,20.219250202178955,0.0,1.1992500126361847,1.659000039100647
100,2020_2,05,fixa,6946,1,6613,34.278324127197266,15.611858367919922,21.998499870300293,0.0,1.2294999957084656,1.870000004768372
101,2020_2,06,fixa,9359,722,8389,67.02454376220703,22.77124786376953,15.534000396728516,0.0,0.9175000041723252,1.3682500422000885
102,2020_2,07,fixa,17181,1428,15104,55.23543548583984,22.62385845184326,14.58199977874756,0.0,0.7599999904632568,1.0980000495910645
103,2020_2,08,fixa,5594,2,5394,74.1368637084961,24.756840705871586,14.933499813079834,0.0,0.8190000057220459,1.3389999866485596
104,2020_2,09,fixa,2890,0,2705,51.47311019897461,18.040472984313965,19.24350070953369,0.0,0.9100000262260436,1.550000011920929
105,2020_2,10,fixa,4718,0,4540,59.0714795589447,39.22942924499512,9.881500244140623,0.0,0.8877499997615814,0.972000002861023
106,2020_2,11,fixa,21433,0,21081,30.63562631607056,25.01324546337128,11.291999816894531,0.0,1.6345000267028809,1.2799999713897705
107,2020_2,12,fixa,4034,2,3506,54.46538925170898,19.4805908203125,17.38300085067749,0.0,0.8190000057220459,1.6540000140666962
108,2020_2,13,fixa,13339,5,12829,38.22283172607422,18.7797966003418,18.57399964332581,0.0,1.3650000095367432,1.7980000376701355
109,2020_2,14,fixa,1913,1,1754,52.31629180908203,20.054248809814453,17.388999938964844,0.0,0.9395000040531158,1.5490000247955322
110,2020_2,15,fixa,3981,3,3676,53.14727592468262,19.51929473876953,19.222000122070312,0.0,1.093000054359436,1.7419999837875366
111,2020_2,16,fixa,8324,3,7738,55.09478378295898,18.27728796005249,19.149500846862797,0.0,1.149999976158142,1.88400000333786
112,2020_2,17,fixa,20107,4,19269,34.97952842712402,20.71243667602539,12.664999961853027,0.0,1.2597499936819077,1.5604999661445618
113,2020_2,18,fixa,8333,6,7596,37.53904724121094,16.11851692199707,22.99799919128418,0.0,1.3205000013113022,1.965000033378601
114,2020_2,19,fixa,8321,1,7817,23.23961544036865,20.317226886749268,16.597249746322632,0.0,1.534500002861023,1.6355000138282776
115,2020_2,20,fixa,7057,2,6394,43.42298698425293,18.17317485809326,20.33799934387207,0.0,1.0140000581741333,1.8609999418258667
116,2020_2,21,fixa,6609,7,6380,51.02584838867188,18.711915493011475,17.334999084472656,0.0,1.0299999713897705,1.7695000171661377
117,2020_2,22,fixa,12033,2,11484,41.01292037963867,25.505765914916992,11.658499717712402,0.0,1.0119999647140503,1.340000033378601
118,2020_2,23,fixa,8629,1765,6221,37.253456115722656,20.00431060791016,16.412999868392944,0.0,1.315000057220459,1.5759999752044678
119,2020_2,24,fixa,1995,1,1651,36.3300838470459,12.467804431915283,23.498000144958496,0.0,1.4264999628067017,2.111999988555908
120,2020_2,25,fixa,15697,12,15328,28.754526138305664,23.089487552642822,12.405499935150146,0.0,1.9539999961853027,1.6549999713897705
121,2020_2,26,fixa,12531,2907,9173,49.89137268066406,19.736927032470703,18.855000495910645,0.0,1.059000015258789,1.5160000026226044
122,2020_2,27,fixa,4350,2,3876,52.93132972717285,21.26879978179932,16.87849998474121,0.0,1.0199999809265137,1.366000056266785
123,2020_2,28,fixa,10613,858,9390,27.28242874145508,13.93033218383789,19.239500045776367,0.0,1.6820000410079956,2.10850003361702
124,2020_2,29,fixa,12087,18,11621,49.57174301147461,18.67147254943848,19.292500019073486,0.0,1.0839999914169312,1.6080000400543213
125,2020_2,30,fixa,15395,4,14765,28.69658660888672,21.85454368591309,10.812000274658203,0.3378378450870514,1.7419999837875366,1.8824999928474424
126,2020_2,31,fixa,11792,0,11627,35.34439468383789,27.158611297607425,10.98900032043457,0.0,1.3949999809265137,1.1799999475479126
127,2020_2,32,fixa,8390,288,7711,50.75372695922852,19.5656681060791,16.0,0.0,0.9794999957084656,1.5834999680519104
128,2020_2,33,fixa,7380,3,7053,35.492231369018555,31.134254455566406,11.791999816894531,0.0,1.367499977350235,1.352500021457672
129,2020_2,34,fixa,8355,3,7765,45.940704345703125,19.31056499481201,13.284499883651732,0.0,0.953000009059906,1.4279999732971191
130,2020_2,35,fixa,22438,3973,17643,60.067176818847656,31.98399066925049,11.482500076293944,0.0,0.7754999995231628,1.0214999914169312
131,2020_2,36,fixa,16830,0,16574,27.237895011901852,26.788809299468998,12.657000064849854,0.0,1.5354999769479036,1.2754999846220016
132,2020_2,37,fixa,13128,0,12598,34.02395439147949,19.23181629180908,16.98099994659424,0.0,1.2480000257492063,1.6770000457763672
133,2020_2,38,fixa,16563,3,15527,49.82494354248047,20.790797233581543,14.942750215530396,0.0,0.9800000190734864,1.2239999771118164
134,2020_2,39,fixa,6630,1,6297,69.29896545410156,14.59682583808899,19.98600006103516,0.0,0.7877500057220459,1.7680000066757202
135,2020_2,40,fixa,9585,0,9202,80.25727844238281,23.114192962646484,13.484999656677246,0.0,0.7269999980926514,1.121000051498413
136,2020_2,41,fixa,5689,0,5304,53.767690658569336,20.81136131286621,14.880000114440918,0.0,1.0719999819993973,1.4670000076293943
137,2020_2,42,fixa,8938,2,8241,30.289011001586918,13.810312271118164,20.29800033569336,0.0,1.5130000114440918,2.0380001068115234
138,2020_2,43,fixa,4194,0,3871,23.033424377441406,17.68986487388611,11.10200023651123,0.0,1.6820000410079956,1.553000032901764
139,2020_2,44,fixa,8980,1,8669,27.252917766571045,22.892888069152832,12.996500015258787,0.0,1.4300000071525574,1.647499978542328
140,2020_2,45,fixa,9448,6,8746,58.067359924316406,23.952634811401367,15.161250114440918,0.0,0.8524999916553497,1.1644999980926514
141,2020_2,46,fixa,15484,5,14954,33.06236934661865,18.84212207794189,18.25300025939941,0.0,1.2925000339746475,1.8040000200271609
142,2020_2,47,fixa,11204,0,10923,29.76147079467773,17.897279739379883,21.265999794006348,0.0,1.5835000276565552,2.0544999837875366
143,2020_2,48,fixa,15139,9,14552,66.7570629119873,19.90834331512451,16.962499618530273,0.0,0.7669999897480011,1.2999999523162842
144,2020_2,49,fixa,11873,5,11634,51.58054733276367,18.76841640472412,16.538999557495117,0.0,1.0289999917149544,1.4079999923706057
145,2020_2,50,fixa,5194,1,4966,45.08254814147949,15.562888145446776,21.996999740600582,0.0,1.0115000158548355,1.9529999494552608
146,2020_2,51,fixa,10805,1783,8664,74.5789794921875,18.846406936645508,18.15725016593933,0.0,0.8490000069141388,1.9442500472068789
147,2020_2,52,fixa,1414,0,1403,49.083946228027344,54.39846420288086,6.944499969482422,0.0,0.6100000143051147,0.6019999980926514
148,2020_2,53,fixa,12151,1,11751,51.10450172424317,19.81600379943848,16.889500617980957,0.0,0.9745000004768372,1.524500012397766
149,2020_2,54,fixa,5305,3,5049,57.211761474609375,21.09464263916016,12.003499984741213,0.0,0.6917500048875809,1.3020000457763672
150,2020_2,55,fixa,9198,0,8904,32.55068922042847,26.848316192626957,9.99899959564209,0.0,1.6640000343322754,1.468999981880188
151,2020_2,56,fixa,4922,1,4765,54.08050537109375,18.606321334838867,20.283249378204346,0.0,0.984000027179718,1.4539999961853027
152,2020_2,57,fixa,3593,1,3382,36.24654197692871,17.054824829101562,21.98550033569336,0.0,1.1430000066757202,1.7549999952316284
153,2020_2,58,fixa,16005,2,15770,34.781490325927734,26.25081443786621,9.821250200271606,0.0,1.2239999771118164,1.2039999961853027
154,2020_2,59,fixa,13043,478,11974,41.34728908538818,18.69636058807373,19.98899936676025,0.0,1.368000030517578,1.7690000534057615
155,2020_2,60,fixa,7262,516,6226,53.2097692489624,19.39486694335937,16.904000282287598,0.0,1.1360000371932983,1.5759999752044678
156,2020_2,61,fixa,14454,8,14243,56.77389335632324,32.40201377868652,11.0,0.0,0.7719999849796295,1.2599999904632568
157,2020_2,62,fixa,9197,4,8461,57.22793245315552,25.372117042541504,15.055000066757202,0.0,0.8975000083446503,1.472000002861023
158,2020_2,63,fixa,6181,1,5476,41.46189785003662,18.263486862182617,19.70199942588806,0.0,1.4480000138282776,1.9535000324249268
159,2020_2,64,fixa,7264,0,6982,41.28250312805176,18.45729637145996,21.191999912261963,0.0,1.3199999928474426,1.8760000467300413
160,2020_2,65,fixa,8544,6,8129,33.6307487487793,13.55632185935974,22.021000385284424,0.0,1.475499987602234,2.209999918937683
161,2020_2,66,fixa,16497,2,15848,58.6574764251709,43.63692855834961,7.999000072479248,0.0,0.7207500245422125,0.6639999747276306
162,2020_2,67,fixa,7250,931,5918,44.09491920471192,18.236079216003414,19.13999938964844,0.0,1.3179999589920044,2.024500012397766
163,2020_2,68,fixa,10912,11,10266,34.72916412353516,15.255249977111816,21.045000076293945,0.0,1.4900000095367432,2.072000026702881
164,2020_2,69,fixa,8345,831,7197,68.84387588500977,18.61837387084961,18.89299964904785,0.0,0.9279999732971193,1.4479999542236328
165,2020_2,70,fixa,16967,1,16393,51.225157737731934,18.86740493774414,17.931750297546387,0.0,0.9819999933242798,1.4164999723434448
166,2020_2,71,fixa,14505,2704,11176,53.52066802978516,19.348427772521973,19.145999908447266,0.0,0.8972500115633011,1.5879999995231628
167,2020_2,72,fixa,7676,3,6674,41.55928039550781,9.82313585281372,24.024999618530277,0.0,1.5024999678134918,2.1040000915527344
168,2020_2,73,fixa,12454,0,12064,34.72349834442139,18.65328788757324,16.58300018310547,0.0,1.2870000004768372,1.569000005722046
169,2020_2,74,fixa,9445,0,9289,32.50006818771362,19.98179626464844,16.63700008392334,0.0,1.1955000162124634,1.5205000042915344
170,2020_2,75,fixa,11000,0,10710,31.17817974090576,26.53940773010254,12.98900032043457,0.0,1.684000015258789,1.6619999408721924
171,2020_2,76,fixa,10140,1,9710,32.33502197265625,26.59262561798096,12.477750062942505,0.0,1.4674999713897705,1.3320000171661377
172,2020_2,77,fixa,11677,376,10428,49.068992614746094,19.48313808441162,17.145000457763672,0.0,1.1259999871253967,1.5399999618530271
173,2020_2,78,fixa,42708,125,40717,31.808595657348636,21.442108154296875,24.27400016784668,0.0,0.9139999747276306,1.4429999589920044
174,2020_2,79,fixa,2316,0,2123,45.54470443725586,18.053174018859863,18.989999771118164,0.0,0.8669999837875366,1.61899995803833
175,2020_2,80,fixa,17910,49,17454,52.3531494140625,21.40825462341309,16.392000198364258,0.0,1.0199999809265137,1.5540000200271606
176,2020_2,81,fixa,11506,0,11060,38.173458099365234,21.324596405029297,13.99899959564209,0.0,0.9605000168085098,1.684000015258789
177,2020_2,82,fixa,7962,2,7628,44.38924598693848,20.864282608032227,19.78250026702881,0.0,0.825999990105629,1.4640000462532043
178,2020_2,83,fixa,5605,700,4516,47.46537971496582,18.390459537506104,19.388249397277832,0.0,1.2200000286102295,1.9514999985694883
179,2020_2,84,fixa,12179,0,11934,39.267396450042725,18.586316108703613,20.07800006866455,0.0,1.351749986410141,1.8359999656677248
180,2020_2,85,fixa,3710,3,3432,49.84016418457031,18.424510955810547,19.17200088500977,0.0,0.992000013589859,1.647000014781952
181,2020_2,86,fixa,5177,6,4971,51.95318222045898,19.11760711669922,20.999000549316406,0.0,1.1884999871253967,1.8279999494552608
182,2020_2,87,fixa,12103,2,11908,32.06908416748047,18.3526611328125,18.152999877929688,0.0,1.7245000004768372,2.021000027656555
183,2020_2,88,fixa,3201,5,2858,59.25857067108154,19.62394905090332,16.89299964904785,0.0,1.093999981880188,1.7570000290870669
184,2020_2,89,fixa,9740,3,9289,44.87461280822754,20.012654304504395,19.92300033569336,0.0,1.1169999837875366,1.378499984741211
185,2020_2,90,fixa,14438,13,13723,52.86642265319824,19.52511310577393,18.276999473571777,0.0,0.9820000231266022,1.3912499845027924
186,2020_2,91,fixa,4584,2,4288,50.685221672058105,20.97081470489502,18.840749740600582,0.0,1.0080000162124634,1.6107500195503237
187,2020_2,92,fixa,11164,1025,9724,51.952919006347656,17.67186164855957,21.42675018310547,0.0,1.0274999886751175,1.8264999985694883
188,2020_2,93,fixa,10895,7,10604,49.62051582336426,18.62039995193481,18.673999786376957,0.0,1.1955000162124634,1.637000024318695
189,2020_2,94,fixa,16088,3142,12533,48.403446197509766,17.728007316589355,19.475500106811523,0.0,1.0615000128746033,1.7444999814033508
190,2020_2,95,fixa,5126,1,4926,41.07322311401367,18.45095157623291,17.779000282287598,0.0,1.2580000162124634,1.859499990940094
191,2020_2,96,fixa,9924,1,9698,25.235371589660645,22.90208625793457,13.230249881744385,0.0,1.5170000195503237,1.4259999990463257
192,2021_1,01,fixa,8322,267,7783,62.37967205047608,22.096267700195312,14.682000160217283,0.0,1.1299999952316284,1.7400000095367432
194,2021_1,02,fixa,6116,1344,4610,87.03369522094727,27.47745037078857,11.99899959564209,0.0,0.7512500137090683,1.4529999494552612
196,2021_1,03,fixa,539,58,404,35.74021339416504,42.492587089538574,10.494499683380129,0.0,1.5820000171661377,1.140999972820282
198,2021_1,04,fixa,7672,156,7283,49.279985427856445,20.570146560668945,14.065999984741213,0.0,1.098499994724989,1.7247499972581863
200,2021_1,05,fixa,5807,202,5308,48.333322525024414,19.61547088623047,16.18899917602539,0.0,1.1990000009536743,1.75600004196167
202,2021_1,06,fixa,4951,96,4689,66.34481048583984,31.597018241882324,12.380749940872192,0.0,0.902999997138977,1.2137500122189522
203,2021_1,07,fixa,11329,261,10748,58.32911682128906,26.560779094696045,12.64050006866455,0.0,0.9520000219345092,1.227999985218048
205,2021_1,08,fixa,6425,174,5936,78.35872459411621,23.19237518310547,12.99749994277954,0.0,0.8560000061988831,1.468500018119812
206,2021_1,09,fixa,3591,63,3412,78.40076446533203,29.87544250488281,12.271250009536743,0.0,0.7722500152885914,1.017999991774559
208,2021_1,10,fixa,3394,72,3190,79.26620864868164,44.10119199752808,9.78249979019165,0.0,0.9212500005960464,0.9879999756813048
210,2021_1,11,fixa,13822,252,13207,35.94175910949707,28.41577434539795,11.11400032043457,0.0,1.540000021457672,1.292000025510788
212,2021_1,12,fixa,3765,250,3167,62.3051643371582,20.709924697875977,14.788999557495115,0.0,0.9594999849796296,1.8639999628067017
214,2021_1,13,fixa,10596,254,9891,51.90835571289063,26.1866135597229,14.323000192642212,0.0,1.3255000412464142,1.8105000257492063
216,2021_1,14,fixa,3462,176,3157,58.97551345825195,21.3790922164917,12.92424988746643,0.0,0.9012499898672104,1.3224999904632568
217,2021_1,15,fixa,2579,186,2178,63.40802383422852,37.487338066101074,13.991499900817873,0.0,1.0239999890327454,1.4199999570846558
